date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
2025-07-20,65.22500000000001,25.316666666666663,250.625,10.904166666666669,13.908333333333331,50.91666666666666,77.91666666666667
2025-07-21,67.70833333333333,28.558333333333334,264.4166666666667,13.316666666666668,14.475,54.333333333333336,80.08333333333333
2025-07-22,66.30416666666666,27.454166666666666,232.04166666666663,10.641666666666667,11.883333333333333,56.5,86.0
2025-07-23,60.1625,23.741666666666664,221.70833333333331,8.137500000000001,8.920833333333333,57.708333333333336,79.0
2025-07-24,63.44583333333333,25.8875,246.29166666666663,9.0875,10.7125,60.66666666666666,75.625
2025-07-25,65.19166666666666,24.27083333333333,249.625,10.270833333333334,11.829166666666666,60.375,79.0
2025-07-26,72.40416666666667,26.391666666666666,233.20833333333331,9.4625,11.404166666666669,64.0,77.58333333333333
2025-07-27,67.94583333333334,26.1625,222.95833333333331,9.295833333333333,11.329166666666666,63.25,82.41666666666667
2025-07-28,68.54583333333333,22.391666666666666,218.33333333333331,7.966666666666666,9.741666666666667,61.0,75.41666666666667
2025-07-29,53.97083333333333,20.3375,202.20833333333331,7.175,8.362499999999999,59.375,69.91666666666667
2025-07-30,65.79166666666667,24.4875,222.75,8.391666666666667,9.8375,59.16666666666666,71.0
2025-07-31,74.75416666666666,26.92083333333333,252.25,11.120833333333332,12.0625,56.25,80.25
2025-08-01,59.18333333333334,23.2125,244.04166666666663,11.0125,11.120833333333332,52.958333333333336,77.29166666666667
2025-08-02,62.00416666666666,21.64583333333333,230.83333333333331,11.820833333333333,10.675,50.66666666666666,73.25
2025-08-03,60.43333333333334,20.679166666666667,233.45833333333331,9.7,10.933333333333332,57.5,69.375
2025-08-04,49.76666666666667,18.120833333333334,218.04166666666663,10.079166666666667,10.35,55.333333333333336,64.95833333333333
2025-08-05,47.26666666666667,19.229166666666668,223.375,9.683333333333334,9.233333333333333,53.04166666666666,63.708333333333336
2025-08-06,50.0625,20.9375,246.95833333333331,9.4,9.970833333333331,53.5,67.33333333333333
2025-08-07,50.68333333333334,21.566666666666663,251.0,10.825,11.083333333333334,52.708333333333336,70.33333333333333
2025-08-08,42.59166666666667,18.65,223.04166666666663,8.7125,9.754166666666666,53.66666666666666,68.20833333333333
2025-08-09,39.275,17.291666666666668,212.125,8.820833333333333,10.091666666666669,50.25,61.66666666666666
2025-08-10,43.3125,19.4125,214.25,8.879166666666666,10.341666666666669,50.208333333333336,63.083333333333336
2025-08-11,46.84166666666667,19.3875,223.33333333333331,8.9125,9.2375,45.708333333333336,66.33333333333333
2025-08-12,39.62083333333333,18.741666666666667,223.95833333333331,8.512500000000001,8.941666666666666,46.375,64.625
2025-08-13,46.5875,21.433333333333334,265.4166666666667,11.166666666666666,11.808333333333332,47.79166666666666,68.375
2025-08-14,50.8375,21.78333333333333,396.2083333333333,17.958333333333332,16.391666666666666,41.16666666666666,70.58333333333333
2025-08-15,69.17083333333333,27.40416666666667,471.875,20.954166666666666,20.9,53.25,75.95833333333333
2025-08-16,64.25833333333334,27.879166666666663,323.1666666666667,21.20833333333333,21.791666666666668,61.458333333333336,83.66666666666667
2025-08-17,46.9,23.041666666666668,329.4166666666667,17.591666666666665,18.48333333333333,62.25,78.45833333333333
2025-08-18,40.16666666666666,25.504166666666663,470.4583333333333,21.620833333333334,19.5375,72.0,80.79166666666667
2025-08-19,45.56666666666666,28.008333333333336,416.625,26.825,18.354166666666668,64.29166666666667,79.79166666666667
2025-08-20,35.725,29.1125,1137.5833333333333,23.25,13.683333333333332,86.91666666666667,89.91666666666667
2025-08-21,31.39583333333333,25.754166666666663,1403.3333333333333,33.170833333333334,19.0,54.125,87.20833333333333
2025-08-22,32.24583333333333,24.766666666666666,359.25,26.225,17.6125,67.45833333333333,80.41666666666667
2025-08-23,50.76666666666667,25.2625,254.25,10.4,9.5125,57.958333333333336,73.58333333333333
2025-08-24,55.6625,22.133333333333336,250.45833333333331,10.825,9.708333333333334,52.375,74.54166666666667
2025-08-25,65.05416666666666,22.370833333333334,297.4583333333333,13.983333333333334,12.879166666666668,47.708333333333336,71.08333333333333
2025-08-26,85.5,26.6,334.2916666666667,16.224999999999998,13.7,44.875,75.83333333333333
2025-08-27,73.57916666666667,27.65,306.4166666666667,15.629166666666668,13.429166666666667,48.875,83.58333333333333
2025-08-28,73.41250000000001,29.275,291.5833333333333,13.825,13.404166666666669,54.0,82.875
2025-08-29,90.24583333333334,33.40416666666667,324.375,14.9375,13.858333333333333,55.583333333333336,90.79166666666669
2025-08-30,100.82916666666668,39.37916666666667,324.875,18.2875,16.016666666666666,54.41666666666666,104.0
2025-08-31,78.93333333333334,28.8,252.04166666666663,13.920833333333334,13.066666666666668,53.04166666666666,100.375
2025-09-01,54.770833333333336,22.866666666666664,222.04166666666663,10.729166666666666,9.929166666666667,54.708333333333336,76.91666666666667
2025-09-02,54.75416666666666,25.9375,253.79166666666663,12.4125,11.5625,55.083333333333336,75.70833333333333
2025-09-03,65.41250000000001,31.433333333333334,271.25,17.037499999999998,14.158333333333331,51.708333333333336,86.25
2025-09-04,63.97083333333333,26.90416666666667,254.70833333333331,15.195833333333333,14.516666666666666,54.79166666666666,87.625
2025-09-05,54.3625,25.9875,254.16666666666663,12.858333333333334,13.116666666666667,61.208333333333336,78.66666666666667
2025-09-06,54.925,27.070833333333336,229.33333333333331,13.066666666666668,11.933333333333332,56.333333333333336,82.25
2025-09-07,44.3625,23.166666666666668,231.83333333333331,12.145833333333334,11.5,55.25,77.04166666666667
2025-09-08,50.0625,25.77916666666667,315.7916666666667,18.3375,13.170833333333334,46.458333333333336,77.41666666666667
2025-09-09,35.5125,21.20833333333333,313.8333333333333,25.48333333333333,13.004166666666668,38.458333333333336,78.125
2025-09-10,35.375,18.320833333333333,381.7916666666667,21.604166666666668,11.858333333333333,34.875,60.75
2025-09-11,32.97083333333333,17.204166666666666,398.5,19.620833333333334,13.129166666666668,35.583333333333336,67.16666666666667
2025-09-12,26.4125,14.370833333333332,330.4166666666667,16.412499999999998,12.270833333333334,36.16666666666666,55.583333333333336
2025-09-13,23.47083333333333,13.704166666666666,310.2083333333333,16.316666666666666,12.85,37.79166666666666,55.0
2025-09-14,21.5375,12.504166666666668,248.25,12.083333333333334,10.933333333333332,41.875,52.0
2025-09-15,25.15833333333333,13.608333333333334,236.66666666666663,9.775,9.0125,41.333333333333336,51.41666666666666
2025-09-16,36.78333333333333,16.933333333333334,264.5,11.979166666666666,9.679166666666667,39.583333333333336,55.458333333333336
2025-09-17,60.02916666666667,22.879166666666663,353.2083333333333,16.9375,13.991666666666667,40.79166666666666,66.75
2025-09-18,77.60000000000001,27.025,344.5833333333333,19.725,14.3875,44.41666666666666,77.0
2025-09-19,90.99583333333334,28.475,316.5,19.391666666666666,13.783333333333331,40.75,84.83333333333333
2025-09-20,77.69166666666666,26.504166666666663,301.7916666666667,20.0,13.170833333333334,36.5,83.5
2025-09-21,70.12083333333334,24.225,262.25,17.1375,12.5625,39.91666666666666,79.29166666666667
